,sentinel_image,image,mask1,max_val_swir_nir,num_fire_pixels_mask1
907,T12TUQ_20200813T181931,T12TUQ_20200813T181931_20m_stack_p00340.tif,T12TUQ_20200813T181931_20m_stack_maskf_p00340.tif,8301,0
908,T37TEN_20200808T081609,T37TEN_20200808T081609_20m_stack_p00288.tif,T37TEN_20200808T081609_20m_stack_maskf_p00288.tif,11326,0
909,T16SCD_20200815T162839,T16SCD_20200815T162839_20m_stack_p00401.tif,T16SCD_20200815T162839_20m_stack_maskf_p00401.tif,10905,0
910,T37TEN_20200808T081609,T37TEN_20200808T081609_20m_stack_p00214.tif,T37TEN_20200808T081609_20m_stack_maskf_p00214.tif,4940,0
911,T49WFM_20200825T035541,T49WFM_20200825T035541_20m_stack_p00113.tif,T49WFM_20200825T035541_20m_stack_maskf_p00113.tif,2910,0
912,T37MCM_20200823T072619,T37MCM_20200823T072619_20m_stack_p00303.tif,T37MCM_20200823T072619_20m_stack_maskf_p00303.tif,13577,0
913,T35ULR_20200821T092031,T35ULR_20200821T092031_20m_stack_p00024.tif,T35ULR_20200821T092031_20m_stack_maskf_p00024.tif,11139,0
914,T21LVK_20200802T141051,T21LVK_20200802T141051_20m_stack_p00122.tif,T21LVK_20200802T141051_20m_stack_maskf_p00122.tif,4749,0
915,T22MEA_20200806T135121,T22MEA_20200806T135121_20m_stack_p00229.tif,T22MEA_20200806T135121_20m_stack_maskf_p00229.tif,4818,0
916,T47RPJ_20200827T034539,T47RPJ_20200827T034539_20m_stack_p00343.tif,T47RPJ_20200827T034539_20m_stack_maskf_p00343.tif,6549,0
917,T21LVK_20200802T141051,T21LVK_20200802T141051_20m_stack_p00224.tif,T21LVK_20200802T141051_20m_stack_maskf_p00224.tif,5599,0
918,T52LFL_20200812T013719,T52LFL_20200812T013719_20m_stack_p00411.tif,T52LFL_20200812T013719_20m_stack_maskf_p00411.tif,3632,0
919,T20JQR_20200827T141049,T20JQR_20200827T141049_20m_stack_p00181.tif,T20JQR_20200827T141049_20m_stack_maskf_p00181.tif,4029,0
920,T30SUG_20200821T105631,T30SUG_20200821T105631_20m_stack_p00395.tif,T30SUG_20200821T105631_20m_stack_maskf_p00395.tif,9552,0
921,T39TWN_20200823T072619,T39TWN_20200823T072619_20m_stack_p00277.tif,T39TWN_20200823T072619_20m_stack_maskf_p00277.tif,7787,0
922,T22MEA_20200806T135121,T22MEA_20200806T135121_20m_stack_p00337.tif,T22MEA_20200806T135121_20m_stack_maskf_p00337.tif,4885,0
923,T30SUG_20200821T105631,T30SUG_20200821T105631_20m_stack_p00117.tif,T30SUG_20200821T105631_20m_stack_maskf_p00117.tif,12324,101
924,T35ULR_20200821T092031,T35ULR_20200821T092031_20m_stack_p00430.tif,T35ULR_20200821T092031_20m_stack_maskf_p00430.tif,11043,0
925,T37TEN_20200808T081609,T37TEN_20200808T081609_20m_stack_p00370.tif,T37TEN_20200808T081609_20m_stack_maskf_p00370.tif,5374,0
926,T49WFM_20200825T035541,T49WFM_20200825T035541_20m_stack_p00199.tif,T49WFM_20200825T035541_20m_stack_maskf_p00199.tif,2691,0
927,T37MCM_20200823T072619,T37MCM_20200823T072619_20m_stack_p00466.tif,T37MCM_20200823T072619_20m_stack_maskf_p00466.tif,11361,0
928,T36LWL_20200821T073621,T36LWL_20200821T073621_20m_stack_p00261.tif,T36LWL_20200821T073621_20m_stack_maskf_p00261.tif,7727,0
929,T52LFL_20200812T013719,T52LFL_20200812T013719_20m_stack_p00241.tif,T52LFL_20200812T013719_20m_stack_maskf_p00241.tif,4219,0
930,T52LFL_20200812T013719,T52LFL_20200812T013719_20m_stack_p00024.tif,T52LFL_20200812T013719_20m_stack_maskf_p00024.tif,5435,0
931,T21WXU_20200825T153911,T21WXU_20200825T153911_20m_stack_p00104.tif,T21WXU_20200825T153911_20m_stack_maskf_p00104.tif,6531,0
932,T36LWL_20200821T073621,T36LWL_20200821T073621_20m_stack_p00205.tif,T36LWL_20200821T073621_20m_stack_maskf_p00205.tif,10677,0
933,T30PYB_20200827T102559,T30PYB_20200827T102559_20m_stack_p00232.tif,T30PYB_20200827T102559_20m_stack_maskf_p00232.tif,6848,0
934,T37MCM_20200823T072619,T37MCM_20200823T072619_20m_stack_p00323.tif,T37MCM_20200823T072619_20m_stack_maskf_p00323.tif,10106,0
935,T52VFQ_20200821T023551,T52VFQ_20200821T023551_20m_stack_p00083.tif,T52VFQ_20200821T023551_20m_stack_maskf_p00083.tif,4721,0
936,T52WES_20200812T025549,T52WES_20200812T025549_20m_stack_p00408.tif,T52WES_20200812T025549_20m_stack_maskf_p00408.tif,8574,0
937,T36LWL_20200821T073621,T36LWL_20200821T073621_20m_stack_p00128.tif,T36LWL_20200821T073621_20m_stack_maskf_p00128.tif,9630,0
938,T39TWN_20200823T072619,T39TWN_20200823T072619_20m_stack_p00306.tif,T39TWN_20200823T072619_20m_stack_maskf_p00306.tif,6663,0
939,T37MCM_20200823T072619,T37MCM_20200823T072619_20m_stack_p00296.tif,T37MCM_20200823T072619_20m_stack_maskf_p00296.tif,11440,0
940,T21LVK_20200802T141051,T21LVK_20200802T141051_20m_stack_p00116.tif,T21LVK_20200802T141051_20m_stack_maskf_p00116.tif,4718,0
941,T22MEA_20200806T135121,T22MEA_20200806T135121_20m_stack_p00123.tif,T22MEA_20200806T135121_20m_stack_maskf_p00123.tif,4975,0
942,T30PYB_20200827T102559,T30PYB_20200827T102559_20m_stack_p00407.tif,T30PYB_20200827T102559_20m_stack_maskf_p00407.tif,0,0
943,T30SUG_20200821T105631,T30SUG_20200821T105631_20m_stack_p00302.tif,T30SUG_20200821T105631_20m_stack_maskf_p00302.tif,6671,0
944,T30SUG_20200821T105631,T30SUG_20200821T105631_20m_stack_p00147.tif,T30SUG_20200821T105631_20m_stack_maskf_p00147.tif,9694,0
945,T39TWN_20200823T072619,T39TWN_20200823T072619_20m_stack_p00203.tif,T39TWN_20200823T072619_20m_stack_maskf_p00203.tif,10291,0
946,T16SCD_20200815T162839,T16SCD_20200815T162839_20m_stack_p00140.tif,T16SCD_20200815T162839_20m_stack_maskf_p00140.tif,8519,0
947,T43VED_20200812T061639,T43VED_20200812T061639_20m_stack_p00384.tif,T43VED_20200812T061639_20m_stack_maskf_p00384.tif,3944,0
948,T35ULR_20200821T092031,T35ULR_20200821T092031_20m_stack_p00444.tif,T35ULR_20200821T092031_20m_stack_maskf_p00444.tif,11677,0
949,T21LVK_20200802T141051,T21LVK_20200802T141051_20m_stack_p00455.tif,T21LVK_20200802T141051_20m_stack_maskf_p00455.tif,5037,0
950,T21WXU_20200825T153911,T21WXU_20200825T153911_20m_stack_p00379.tif,T21WXU_20200825T153911_20m_stack_maskf_p00379.tif,7149,0
951,T21WXU_20200825T153911,T21WXU_20200825T153911_20m_stack_p00218.tif,T21WXU_20200825T153911_20m_stack_maskf_p00218.tif,5774,0
952,T35ULR_20200821T092031,T35ULR_20200821T092031_20m_stack_p00315.tif,T35ULR_20200821T092031_20m_stack_maskf_p00315.tif,11278,0
953,T21WXU_20200825T153911,T21WXU_20200825T153911_20m_stack_p00203.tif,T21WXU_20200825T153911_20m_stack_maskf_p00203.tif,8052,0
954,T30UYC_20200821T105631,T30UYC_20200821T105631_20m_stack_p00247.tif,T30UYC_20200821T105631_20m_stack_maskf_p00247.tif,12509,0
955,T22MEA_20200806T135121,T22MEA_20200806T135121_20m_stack_p00088.tif,T22MEA_20200806T135121_20m_stack_maskf_p00088.tif,4888,0
956,T35ULR_20200821T092031,T35ULR_20200821T092031_20m_stack_p00212.tif,T35ULR_20200821T092031_20m_stack_maskf_p00212.tif,12494,0
957,T50TLK_20200810T030551,T50TLK_20200810T030551_20m_stack_p00390.tif,T50TLK_20200810T030551_20m_stack_maskf_p00390.tif,4935,0
958,T21LVK_20200802T141051,T21LVK_20200802T141051_20m_stack_p00377.tif,T21LVK_20200802T141051_20m_stack_maskf_p00377.tif,4839,0
959,T52VFQ_20200821T023551,T52VFQ_20200821T023551_20m_stack_p00030.tif,T52VFQ_20200821T023551_20m_stack_maskf_p00030.tif,0,0
960,T47RPJ_20200827T034539,T47RPJ_20200827T034539_20m_stack_p00251.tif,T47RPJ_20200827T034539_20m_stack_maskf_p00251.tif,14083,0
961,T52LFL_20200812T013719,T52LFL_20200812T013719_20m_stack_p00282.tif,T52LFL_20200812T013719_20m_stack_maskf_p00282.tif,4405,0
962,T37MCM_20200823T072619,T37MCM_20200823T072619_20m_stack_p00123.tif,T37MCM_20200823T072619_20m_stack_maskf_p00123.tif,9042,0
963,T30PYB_20200827T102559,T30PYB_20200827T102559_20m_stack_p00400.tif,T30PYB_20200827T102559_20m_stack_maskf_p00400.tif,0,0
964,T30PYB_20200827T102559,T30PYB_20200827T102559_20m_stack_p00071.tif,T30PYB_20200827T102559_20m_stack_maskf_p00071.tif,6126,0
965,T30PYB_20200827T102559,T30PYB_20200827T102559_20m_stack_p00396.tif,T30PYB_20200827T102559_20m_stack_maskf_p00396.tif,0,0
966,T39TWN_20200823T072619,T39TWN_20200823T072619_20m_stack_p00121.tif,T39TWN_20200823T072619_20m_stack_maskf_p00121.tif,12324,0
967,T30PYB_20200827T102559,T30PYB_20200827T102559_20m_stack_p00391.tif,T30PYB_20200827T102559_20m_stack_maskf_p00391.tif,0,0
968,T47RPJ_20200827T034539,T47RPJ_20200827T034539_20m_stack_p00073.tif,T47RPJ_20200827T034539_20m_stack_maskf_p00073.tif,5459,0
969,T52VFQ_20200821T023551,T52VFQ_20200821T023551_20m_stack_p00138.tif,T52VFQ_20200821T023551_20m_stack_maskf_p00138.tif,4103,0
970,T30PYB_20200827T102559,T30PYB_20200827T102559_20m_stack_p00064.tif,T30PYB_20200827T102559_20m_stack_maskf_p00064.tif,7528,0
971,T37MCM_20200823T072619,T37MCM_20200823T072619_20m_stack_p00026.tif,T37MCM_20200823T072619_20m_stack_maskf_p00026.tif,9930,0
972,T39TWN_20200823T072619,T39TWN_20200823T072619_20m_stack_p00371.tif,T39TWN_20200823T072619_20m_stack_maskf_p00371.tif,5584,0
973,T38SPA_20200823T072619,T38SPA_20200823T072619_20m_stack_p00066.tif,T38SPA_20200823T072619_20m_stack_maskf_p00066.tif,5652,0
974,T50TLK_20200810T030551,T50TLK_20200810T030551_20m_stack_p00374.tif,T50TLK_20200810T030551_20m_stack_maskf_p00374.tif,4843,0
975,T36LWL_20200821T073621,T36LWL_20200821T073621_20m_stack_p00480.tif,T36LWL_20200821T073621_20m_stack_maskf_p00480.tif,15234,0
976,T39TWN_20200823T072619,T39TWN_20200823T072619_20m_stack_p00171.tif,T39TWN_20200823T072619_20m_stack_maskf_p00171.tif,11606,0
977,T30PYB_20200827T102559,T30PYB_20200827T102559_20m_stack_p00321.tif,T30PYB_20200827T102559_20m_stack_maskf_p00321.tif,0,0
978,T49WFM_20200825T035541,T49WFM_20200825T035541_20m_stack_p00191.tif,T49WFM_20200825T035541_20m_stack_maskf_p00191.tif,6945,0
979,T30PYB_20200827T102559,T30PYB_20200827T102559_20m_stack_p00023.tif,T30PYB_20200827T102559_20m_stack_maskf_p00023.tif,7166,0
980,T43VED_20200812T061639,T43VED_20200812T061639_20m_stack_p00188.tif,T43VED_20200812T061639_20m_stack_maskf_p00188.tif,3745,0
981,T12TUQ_20200813T181931,T12TUQ_20200813T181931_20m_stack_p00441.tif,T12TUQ_20200813T181931_20m_stack_maskf_p00441.tif,7013,0
982,T49WFM_20200825T035541,T49WFM_20200825T035541_20m_stack_p00435.tif,T49WFM_20200825T035541_20m_stack_maskf_p00435.tif,3672,0
983,T55HGV_20200827T000251,T55HGV_20200827T000251_20m_stack_p00157.tif,T55HGV_20200827T000251_20m_stack_maskf_p00157.tif,4349,0
984,T39UXT_20200823T072619,T39UXT_20200823T072619_20m_stack_p00058.tif,T39UXT_20200823T072619_20m_stack_maskf_p00058.tif,13776,0
985,T39UXT_20200823T072619,T39UXT_20200823T072619_20m_stack_p00139.tif,T39UXT_20200823T072619_20m_stack_maskf_p00139.tif,13284,0
986,T30SUG_20200821T105631,T30SUG_20200821T105631_20m_stack_p00154.tif,T30SUG_20200821T105631_20m_stack_maskf_p00154.tif,5594,0
987,T35ULR_20200821T092031,T35ULR_20200821T092031_20m_stack_p00062.tif,T35ULR_20200821T092031_20m_stack_maskf_p00062.tif,12486,0
988,T52VFQ_20200821T023551,T52VFQ_20200821T023551_20m_stack_p00463.tif,T52VFQ_20200821T023551_20m_stack_maskf_p00463.tif,3274,0
989,T35ULR_20200821T092031,T35ULR_20200821T092031_20m_stack_p00312.tif,T35ULR_20200821T092031_20m_stack_maskf_p00312.tif,17339,57
990,T49WFM_20200825T035541,T49WFM_20200825T035541_20m_stack_p00337.tif,T49WFM_20200825T035541_20m_stack_maskf_p00337.tif,12746,0
991,T39UXT_20200823T072619,T39UXT_20200823T072619_20m_stack_p00007.tif,T39UXT_20200823T072619_20m_stack_maskf_p00007.tif,0,0
992,T47RPJ_20200827T034539,T47RPJ_20200827T034539_20m_stack_p00184.tif,T47RPJ_20200827T034539_20m_stack_maskf_p00184.tif,6124,0
993,T50TLK_20200810T030551,T50TLK_20200810T030551_20m_stack_p00271.tif,T50TLK_20200810T030551_20m_stack_maskf_p00271.tif,5842,0
994,T47RPJ_20200827T034539,T47RPJ_20200827T034539_20m_stack_p00387.tif,T47RPJ_20200827T034539_20m_stack_maskf_p00387.tif,5678,0
995,T30SUG_20200821T105631,T30SUG_20200821T105631_20m_stack_p00106.tif,T30SUG_20200821T105631_20m_stack_maskf_p00106.tif,6185,0
996,T47RPJ_20200827T034539,T47RPJ_20200827T034539_20m_stack_p00158.tif,T47RPJ_20200827T034539_20m_stack_maskf_p00158.tif,6169,0
997,T19FDA_20200827T141049,T19FDA_20200827T141049_20m_stack_p00411.tif,T19FDA_20200827T141049_20m_stack_maskf_p00411.tif,4827,0
998,T38SPA_20200823T072619,T38SPA_20200823T072619_20m_stack_p00126.tif,T38SPA_20200823T072619_20m_stack_maskf_p00126.tif,5351,0
999,T39TWN_20200823T072619,T39TWN_20200823T072619_20m_stack_p00404.tif,T39TWN_20200823T072619_20m_stack_maskf_p00404.tif,6034,0
1000,T43TGH_20200825T053651,T43TGH_20200825T053651_20m_stack_p00351.tif,T43TGH_20200825T053651_20m_stack_maskf_p00351.tif,7873,0
1001,T52WES_20200812T025549,T52WES_20200812T025549_20m_stack_p00412.tif,T52WES_20200812T025549_20m_stack_maskf_p00412.tif,11132,0
1002,T30PYB_20200827T102559,T30PYB_20200827T102559_20m_stack_p00058.tif,T30PYB_20200827T102559_20m_stack_maskf_p00058.tif,5635,0
1003,T37MCM_20200823T072619,T37MCM_20200823T072619_20m_stack_p00126.tif,T37MCM_20200823T072619_20m_stack_maskf_p00126.tif,13406,0
1004,T22MEA_20200806T135121,T22MEA_20200806T135121_20m_stack_p00077.tif,T22MEA_20200806T135121_20m_stack_maskf_p00077.tif,4771,1
1005,T30PYB_20200827T102559,T30PYB_20200827T102559_20m_stack_p00012.tif,T30PYB_20200827T102559_20m_stack_maskf_p00012.tif,5250,0
1006,T39TWN_20200823T072619,T39TWN_20200823T072619_20m_stack_p00228.tif,T39TWN_20200823T072619_20m_stack_maskf_p00228.tif,11269,0
1007,T30UYC_20200821T105631,T30UYC_20200821T105631_20m_stack_p00041.tif,T30UYC_20200821T105631_20m_stack_maskf_p00041.tif,12775,0
1008,T20JQR_20200827T141049,T20JQR_20200827T141049_20m_stack_p00226.tif,T20JQR_20200827T141049_20m_stack_maskf_p00226.tif,16846,67
1009,T21LVK_20200802T141051,T21LVK_20200802T141051_20m_stack_p00370.tif,T21LVK_20200802T141051_20m_stack_maskf_p00370.tif,5276,0
1010,T19FDA_20200827T141049,T19FDA_20200827T141049_20m_stack_p00420.tif,T19FDA_20200827T141049_20m_stack_maskf_p00420.tif,4617,0
1011,T30UYC_20200821T105631,T30UYC_20200821T105631_20m_stack_p00220.tif,T30UYC_20200821T105631_20m_stack_maskf_p00220.tif,9084,0
1012,T43VED_20200812T061639,T43VED_20200812T061639_20m_stack_p00335.tif,T43VED_20200812T061639_20m_stack_maskf_p00335.tif,3910,0
1013,T36LWL_20200821T073621,T36LWL_20200821T073621_20m_stack_p00117.tif,T36LWL_20200821T073621_20m_stack_maskf_p00117.tif,12343,0
1014,T30SUG_20200821T105631,T30SUG_20200821T105631_20m_stack_p00240.tif,T30SUG_20200821T105631_20m_stack_maskf_p00240.tif,5845,0
1015,T37TEN_20200808T081609,T37TEN_20200808T081609_20m_stack_p00333.tif,T37TEN_20200808T081609_20m_stack_maskf_p00333.tif,15496,0
1016,T16SCD_20200815T162839,T16SCD_20200815T162839_20m_stack_p00302.tif,T16SCD_20200815T162839_20m_stack_maskf_p00302.tif,9940,0
1017,T52WES_20200812T025549,T52WES_20200812T025549_20m_stack_p00437.tif,T52WES_20200812T025549_20m_stack_maskf_p00437.tif,9181,0
1018,T52VFQ_20200821T023551,T52VFQ_20200821T023551_20m_stack_p00363.tif,T52VFQ_20200821T023551_20m_stack_maskf_p00363.tif,3812,0
1019,T50TLK_20200810T030551,T50TLK_20200810T030551_20m_stack_p00082.tif,T50TLK_20200810T030551_20m_stack_maskf_p00082.tif,5854,0
1020,T49WFM_20200825T035541,T49WFM_20200825T035541_20m_stack_p00421.tif,T49WFM_20200825T035541_20m_stack_maskf_p00421.tif,6762,0
1021,T16SCD_20200815T162839,T16SCD_20200815T162839_20m_stack_p00064.tif,T16SCD_20200815T162839_20m_stack_maskf_p00064.tif,7396,0
1022,T52LFL_20200812T013719,T52LFL_20200812T013719_20m_stack_p00300.tif,T52LFL_20200812T013719_20m_stack_maskf_p00300.tif,4265,0
1023,T52LFL_20200812T013719,T52LFL_20200812T013719_20m_stack_p00261.tif,T52LFL_20200812T013719_20m_stack_maskf_p00261.tif,5383,0
1024,T19FDA_20200827T141049,T19FDA_20200827T141049_20m_stack_p00409.tif,T19FDA_20200827T141049_20m_stack_maskf_p00409.tif,4004,0
1025,T16SCD_20200815T162839,T16SCD_20200815T162839_20m_stack_p00131.tif,T16SCD_20200815T162839_20m_stack_maskf_p00131.tif,8262,0
1026,T49WFM_20200825T035541,T49WFM_20200825T035541_20m_stack_p00437.tif,T49WFM_20200825T035541_20m_stack_maskf_p00437.tif,4216,0
1027,T22MEA_20200806T135121,T22MEA_20200806T135121_20m_stack_p00284.tif,T22MEA_20200806T135121_20m_stack_maskf_p00284.tif,6343,0
1028,T30PYB_20200827T102559,T30PYB_20200827T102559_20m_stack_p00223.tif,T30PYB_20200827T102559_20m_stack_maskf_p00223.tif,5761,0
1029,T12TUQ_20200813T181931,T12TUQ_20200813T181931_20m_stack_p00449.tif,T12TUQ_20200813T181931_20m_stack_maskf_p00449.tif,6339,0
1030,T43VED_20200812T061639,T43VED_20200812T061639_20m_stack_p00373.tif,T43VED_20200812T061639_20m_stack_maskf_p00373.tif,4063,0
1031,T36LWL_20200821T073621,T36LWL_20200821T073621_20m_stack_p00451.tif,T36LWL_20200821T073621_20m_stack_maskf_p00451.tif,9805,0
1032,T16SCD_20200815T162839,T16SCD_20200815T162839_20m_stack_p00327.tif,T16SCD_20200815T162839_20m_stack_maskf_p00327.tif,9517,0
1033,T50TLK_20200810T030551,T50TLK_20200810T030551_20m_stack_p00110.tif,T50TLK_20200810T030551_20m_stack_maskf_p00110.tif,5684,0
1034,T37MCM_20200823T072619,T37MCM_20200823T072619_20m_stack_p00250.tif,T37MCM_20200823T072619_20m_stack_maskf_p00250.tif,12271,0
1035,T12TUQ_20200813T181931,T12TUQ_20200813T181931_20m_stack_p00034.tif,T12TUQ_20200813T181931_20m_stack_maskf_p00034.tif,8957,0
1036,T21WXU_20200825T153911,T21WXU_20200825T153911_20m_stack_p00154.tif,T21WXU_20200825T153911_20m_stack_maskf_p00154.tif,6546,0
1037,T21LVK_20200802T141051,T21LVK_20200802T141051_20m_stack_p00480.tif,T21LVK_20200802T141051_20m_stack_maskf_p00480.tif,5066,0
1038,T39TWN_20200823T072619,T39TWN_20200823T072619_20m_stack_p00370.tif,T39TWN_20200823T072619_20m_stack_maskf_p00370.tif,5893,0
1039,T55HGV_20200827T000251,T55HGV_20200827T000251_20m_stack_p00218.tif,T55HGV_20200827T000251_20m_stack_maskf_p00218.tif,7274,2
1040,T49WFM_20200825T035541,T49WFM_20200825T035541_20m_stack_p00402.tif,T49WFM_20200825T035541_20m_stack_maskf_p00402.tif,7627,0
1041,T39UXT_20200823T072619,T39UXT_20200823T072619_20m_stack_p00200.tif,T39UXT_20200823T072619_20m_stack_maskf_p00200.tif,12566,0
1042,T50TLK_20200810T030551,T50TLK_20200810T030551_20m_stack_p00337.tif,T50TLK_20200810T030551_20m_stack_maskf_p00337.tif,6479,0
1043,T35ULR_20200821T092031,T35ULR_20200821T092031_20m_stack_p00150.tif,T35ULR_20200821T092031_20m_stack_maskf_p00150.tif,14069,0
1044,T39UXT_20200823T072619,T39UXT_20200823T072619_20m_stack_p00167.tif,T39UXT_20200823T072619_20m_stack_maskf_p00167.tif,13853,0
1045,T55HGV_20200827T000251,T55HGV_20200827T000251_20m_stack_p00356.tif,T55HGV_20200827T000251_20m_stack_maskf_p00356.tif,4879,0
1046,T19FDA_20200827T141049,T19FDA_20200827T141049_20m_stack_p00086.tif,T19FDA_20200827T141049_20m_stack_maskf_p00086.tif,14483,0
1047,T21LVK_20200802T141051,T21LVK_20200802T141051_20m_stack_p00324.tif,T21LVK_20200802T141051_20m_stack_maskf_p00324.tif,5053,0
1048,T30PYB_20200827T102559,T30PYB_20200827T102559_20m_stack_p00192.tif,T30PYB_20200827T102559_20m_stack_maskf_p00192.tif,6058,0
1049,T37MCM_20200823T072619,T37MCM_20200823T072619_20m_stack_p00409.tif,T37MCM_20200823T072619_20m_stack_maskf_p00409.tif,15282,0
1050,T52LFL_20200812T013719,T52LFL_20200812T013719_20m_stack_p00066.tif,T52LFL_20200812T013719_20m_stack_maskf_p00066.tif,9098,0
1051,T43TGH_20200825T053651,T43TGH_20200825T053651_20m_stack_p00122.tif,T43TGH_20200825T053651_20m_stack_maskf_p00122.tif,5460,0
1052,T21WXU_20200825T153911,T21WXU_20200825T153911_20m_stack_p00184.tif,T21WXU_20200825T153911_20m_stack_maskf_p00184.tif,9165,0
1053,T35ULR_20200821T092031,T35ULR_20200821T092031_20m_stack_p00421.tif,T35ULR_20200821T092031_20m_stack_maskf_p00421.tif,13266,1
1054,T43VED_20200812T061639,T43VED_20200812T061639_20m_stack_p00253.tif,T43VED_20200812T061639_20m_stack_maskf_p00253.tif,3892,0
1055,T19FDA_20200827T141049,T19FDA_20200827T141049_20m_stack_p00291.tif,T19FDA_20200827T141049_20m_stack_maskf_p00291.tif,9689,0
1056,T37MCM_20200823T072619,T37MCM_20200823T072619_20m_stack_p00389.tif,T37MCM_20200823T072619_20m_stack_maskf_p00389.tif,12412,0
1057,T21WXU_20200825T153911,T21WXU_20200825T153911_20m_stack_p00176.tif,T21WXU_20200825T153911_20m_stack_maskf_p00176.tif,5302,0
1058,T36LWL_20200821T073621,T36LWL_20200821T073621_20m_stack_p00325.tif,T36LWL_20200821T073621_20m_stack_maskf_p00325.tif,4874,0
1059,T39UXT_20200823T072619,T39UXT_20200823T072619_20m_stack_p00263.tif,T39UXT_20200823T072619_20m_stack_maskf_p00263.tif,11028,0
1060,T50TLK_20200810T030551,T50TLK_20200810T030551_20m_stack_p00090.tif,T50TLK_20200810T030551_20m_stack_maskf_p00090.tif,5749,0
1061,T30UYC_20200821T105631,T30UYC_20200821T105631_20m_stack_p00392.tif,T30UYC_20200821T105631_20m_stack_maskf_p00392.tif,10845,0
1062,T19FDA_20200827T141049,T19FDA_20200827T141049_20m_stack_p00070.tif,T19FDA_20200827T141049_20m_stack_maskf_p00070.tif,10398,0
1063,T50TLK_20200810T030551,T50TLK_20200810T030551_20m_stack_p00012.tif,T50TLK_20200810T030551_20m_stack_maskf_p00012.tif,5368,0
1064,T49WFM_20200825T035541,T49WFM_20200825T035541_20m_stack_p00053.tif,T49WFM_20200825T035541_20m_stack_maskf_p00053.tif,5632,0
1065,T21LVK_20200802T141051,T21LVK_20200802T141051_20m_stack_p00241.tif,T21LVK_20200802T141051_20m_stack_maskf_p00241.tif,4933,0
1066,T47RPJ_20200827T034539,T47RPJ_20200827T034539_20m_stack_p00297.tif,T47RPJ_20200827T034539_20m_stack_maskf_p00297.tif,5681,0
1067,T43VED_20200812T061639,T43VED_20200812T061639_20m_stack_p00179.tif,T43VED_20200812T061639_20m_stack_maskf_p00179.tif,3967,0
1068,T20JQR_20200827T141049,T20JQR_20200827T141049_20m_stack_p00090.tif,T20JQR_20200827T141049_20m_stack_maskf_p00090.tif,3928,0
1069,T39UXT_20200823T072619,T39UXT_20200823T072619_20m_stack_p00405.tif,T39UXT_20200823T072619_20m_stack_maskf_p00405.tif,8292,0
1070,T47RPJ_20200827T034539,T47RPJ_20200827T034539_20m_stack_p00109.tif,T47RPJ_20200827T034539_20m_stack_maskf_p00109.tif,5831,0
1071,T43VED_20200812T061639,T43VED_20200812T061639_20m_stack_p00039.tif,T43VED_20200812T061639_20m_stack_maskf_p00039.tif,4745,0
1072,T39UXT_20200823T072619,T39UXT_20200823T072619_20m_stack_p00465.tif,T39UXT_20200823T072619_20m_stack_maskf_p00465.tif,4159,0
1073,T39UXT_20200823T072619,T39UXT_20200823T072619_20m_stack_p00189.tif,T39UXT_20200823T072619_20m_stack_maskf_p00189.tif,13541,0
1074,T30UYC_20200821T105631,T30UYC_20200821T105631_20m_stack_p00188.tif,T30UYC_20200821T105631_20m_stack_maskf_p00188.tif,14044,0
1075,T30PYB_20200827T102559,T30PYB_20200827T102559_20m_stack_p00306.tif,T30PYB_20200827T102559_20m_stack_maskf_p00306.tif,0,0
1076,T43VED_20200812T061639,T43VED_20200812T061639_20m_stack_p00316.tif,T43VED_20200812T061639_20m_stack_maskf_p00316.tif,3661,0
1077,T43VED_20200812T061639,T43VED_20200812T061639_20m_stack_p00132.tif,T43VED_20200812T061639_20m_stack_maskf_p00132.tif,3665,0
1078,T30SUG_20200821T105631,T30SUG_20200821T105631_20m_stack_p00001.tif,T30SUG_20200821T105631_20m_stack_maskf_p00001.tif,0,0
1079,T50TLK_20200810T030551,T50TLK_20200810T030551_20m_stack_p00340.tif,T50TLK_20200810T030551_20m_stack_maskf_p00340.tif,4205,0
1080,T39UXT_20200823T072619,T39UXT_20200823T072619_20m_stack_p00262.tif,T39UXT_20200823T072619_20m_stack_maskf_p00262.tif,12553,0
1081,T39UXT_20200823T072619,T39UXT_20200823T072619_20m_stack_p00028.tif,T39UXT_20200823T072619_20m_stack_maskf_p00028.tif,11611,0
1082,T55HGV_20200827T000251,T55HGV_20200827T000251_20m_stack_p00351.tif,T55HGV_20200827T000251_20m_stack_maskf_p00351.tif,151,0
1083,T35ULR_20200821T092031,T35ULR_20200821T092031_20m_stack_p00364.tif,T35ULR_20200821T092031_20m_stack_maskf_p00364.tif,14118,0
1084,T50TLK_20200810T030551,T50TLK_20200810T030551_20m_stack_p00080.tif,T50TLK_20200810T030551_20m_stack_maskf_p00080.tif,5961,0
1085,T21LVK_20200802T141051,T21LVK_20200802T141051_20m_stack_p00308.tif,T21LVK_20200802T141051_20m_stack_maskf_p00308.tif,4541,0
1086,T37MCM_20200823T072619,T37MCM_20200823T072619_20m_stack_p00189.tif,T37MCM_20200823T072619_20m_stack_maskf_p00189.tif,9944,0
1087,T43VED_20200812T061639,T43VED_20200812T061639_20m_stack_p00204.tif,T43VED_20200812T061639_20m_stack_maskf_p00204.tif,4039,0
1088,T52WES_20200812T025549,T52WES_20200812T025549_20m_stack_p00187.tif,T52WES_20200812T025549_20m_stack_maskf_p00187.tif,8414,0
